Country;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
Guinea;-1.047564387;-1.29629159;-1.247959495;-1.170829654;-1.022251606;-1.108981013;-1.123202443;-1.268741012;-1.173679709;-1.232363105;-1.145589948;-1.005860209;-1.038490415;-0.970923185
Gambia, The;-0.715591133;-0.675155938;-0.574324727;-0.724349976;-0.671888769;-0.678813875;-0.60782522;-0.512429535;-0.70537895;-0.669894457;-0.903483212;-0.841943324;-0.64650178;-0.6234712
Guinea-Bissau;-1.36062789;-1.102396369;-1.081758738;-1.041658163;-1.029426575;-1.029506087;-1.02870822;-1.23039794;-1.433110237;-1.583007336;-1.613090396;-1.64299798;-1.766770005;-1.487850308
Equatorial Guinea;-1.434866905;-1.584831476;-1.666087627;-1.667328954;-1.69688344;-1.679617643;-1.633306384;-1.606107473;-1.541716576;-1.504542947;-1.417851329;-1.407992601;-1.438183069;-1.294380069
Greece;0.71530503;0.636947989;0.557945132;0.58529228;0.61948657;0.556039333;0.512197733;0.319800168;0.459202468;0.398586392;0.256060988;0.226677805;0.313373446;0.338260889
Grenada;0.327545911;0.30754897;0.234997183;0.190076455;0.213173762;0.175972864;0.227857649;0.267391056;0.227247208;-0.108672678;-0.196267366;-0.175016463;-0.175455093;-0.252952486
Greenland;;;;;1.029812217;1.017366171;1.006677985;1.002491951;0.943659961;0.920352161;0.867789984;0.842882693;0.838375628;0.838082671
Guatemala;-0.720482945;-0.605148911;-0.550330222;-0.563434422;-0.714392006;-0.697995007;-0.697870016;-0.755443335;-0.70314014;-0.728890419;-0.711042702;-0.606393337;-0.640478551;-0.682006061
French Guiana;0.761682153;0.769911587;0.742445588;0.76356101;1.198829174;1.212755561;1.185758114;1.145516276;1.102965117;1.128373861;1.122616053;1.127856255;1.377156258;1.397862554
Guam;0.230502456;0.254496306;0.231906444;0.247795448;-0.016575171;-0.019744653;-0.022021646;-0.036726922;-0.033857491;0.441491038;0.487416625;0.265490621;0.285208642;0.272702605
Guyana;-0.507432938;-0.298116058;-0.038135491;-0.188867971;-0.179543689;-0.106227115;-0.081764929;-0.114775859;-0.115866743;-0.232317001;-0.335484952;-0.301524252;-0.291019052;-0.269483864
Hong Kong SAR, China;1.614587426;1.914575458;1.870795369;1.856298327;1.741183877;1.680704951;1.650769472;1.834667206;1.745883346;1.832902789;1.909175634;1.84214437;1.902399302;1.903607011
Honduras;-0.671269953;-0.64523834;-0.548668861;-0.617076755;-0.675417721;-0.641687334;-0.535384059;-0.698260009;-0.728645146;-0.809989631;-0.821568966;-0.726350367;-0.508080959;-0.620658517
Croatia;0.460783869;0.571395218;0.474211425;0.569998205;0.596849859;0.622320652;0.561252236;0.706691682;0.701186359;0.692963302;0.513849258;0.494286805;0.571306348;0.456918329
Haiti;-1.334532261;-1.278498411;-1.304207206;-1.293409109;-1.490063548;-1.629203439;-1.673317909;-1.645002007;-1.57628715;-2.041475058;-2.016290665;-2.078491926;-2.069752455;-1.909053683
Hungary;0.771703482;0.872900426;0.70847553;0.707318962;0.67319572;0.666669607;0.674927473;0.628841758;0.654968202;0.533443689;0.497252017;0.464301646;0.522134185;0.487310886
Indonesia;-0.483127862;-0.331587523;-0.277195722;-0.23720181;-0.298131734;-0.214305162;-0.25942418;-0.272910774;-0.198748589;-0.037205037;-0.240621522;0.007638493;0.040851168;0.179875433
India;-0.105500147;-0.098319896;0.121905446;-0.01919394;-0.0124214;0.025990726;0.005962175;-0.170951098;-0.171536714;-0.205647334;0.090342298;0.07518322;0.089892484;0.283048511
Ireland;1.735596895;1.536328793;1.560755491;1.500238299;1.336170197;1.349588037;1.455905318;1.547128439;1.485335708;1.597104549;1.533082247;1.331620812;1.290976882;1.420338392
