Country;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
Micronesia, Fed. Sts.;-0.235934272;-0.25248915;-0.338530391;-0.31315589;-0.134980157;-0.149765193;-0.344562024;-0.148040369;-0.204565734;0.768475771;0.680445671;0.654595196;0.749262154;0.693138659
Gabon;-0.671062946;-0.972755313;-1.063235998;-1.078962803;-1.003023982;-0.867165804;-0.888644755;-0.69981122;-0.657757461;-0.691624343;-0.714164495;-0.753311276;-0.820365429;-0.855780125
United Kingdom;1.901079059;1.79232657;1.742208004;1.682486892;1.632727146;1.604826927;1.616091013;1.674152732;1.699135184;1.738477588;1.876371026;1.898976684;1.843364477;1.826838136
Georgia;-0.215431377;0.044396598;-0.134558663;-0.108392961;-0.123984538;0.007956974;0.118363574;0.401268631;0.469234914;0.785900772;0.679614246;0.685353398;0.744535089;0.708101928
Ghana;-0.367138475;-0.021053741;0.03904682;-0.07054238;-0.007212557;0.011523399;-0.025711361;-0.126567617;-0.096623495;-0.192189008;-0.18881841;-0.149014637;-0.229680195;-0.115894094
Guinea;-1.050256968;-1.115178585;-1.279773712;-1.20396018;-1.078125119;-1.201465964;-1.100235105;-1.041695952;-1.04008007;-1.057489276;-0.989651978;-0.918959081;-1.01273489;-1.043679714
Gambia, The;-0.705864549;-0.721863866;-0.728480995;-0.738227427;-0.573622286;-0.594548345;-0.509040654;-0.644618988;-0.696428359;-0.693829834;-0.77022481;-0.812044799;-0.62823236;-0.46233654
Guinea-Bissau;-1.152721643;-1.08782506;-1.19099009;-1.180870652;-1.195958138;-1.155413985;-1.156242251;-1.278939486;-1.325588346;-1.538464069;-1.482592821;-1.55229938;-1.562845111;-1.533914566
Equatorial Guinea;-1.614473462;-1.585842967;-1.502981544;-1.465785384;-1.466522098;-1.469078898;-1.463094473;-1.523855448;-1.593720317;-1.772761345;-1.765890598;-1.805882454;-1.826384187;-1.559878826
Greece;0.358235359;0.363785923;0.26738295;0.13356024;0.067469649;-0.057776872;-0.098818809;-0.189221814;-0.04531141;-0.122388072;-0.076613776;-0.092085712;-0.138348609;-0.066019207
Grenada;0.662807524;0.633592486;0.37590459;0.318727493;0.355446041;0.425114959;0.421742469;0.416996032;0.419845134;0.247271582;0.556013346;0.563893497;0.475348085;0.376603514
Greenland;;;;;1.190771699;1.216470242;1.228381157;1.221595764;1.24264586;1.207874417;1.190550327;1.167071462;1.182954669;1.177475095
Guatemala;-0.666517079;-0.805733502;-0.742176175;-0.647653222;-0.526855886;-0.532209218;-0.527978003;-0.658761263;-0.622655571;-0.735963881;-0.73319906;-0.739821255;-0.739876747;-0.820550501
French Guiana;0.796942115;0.782759428;0.791800439;0.806962311;1.11636126;1.127208591;1.109980702;1.10297966;1.126604676;1.018918037;1.019122243;0.975044012;0.995946765;0.952660263
Guam;0.796942115;0.782759428;0.791800439;0.806962311;0.839033186;0.820522785;0.798508227;0.787527919;0.785368562;1.225221634;1.218501806;1.228778601;1.242228389;1.23879683
Guyana;-0.560132921;-0.584679723;-0.593497872;-0.556493878;-0.539713681;-0.558649957;-0.608200371;-0.754329145;-0.650837839;-0.741510391;-0.635323405;-0.324552417;-0.508118987;-0.226712629
