Country;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
East Asia & Pacific (IDA & IBRD countries);1871341375;1885806859;1899800530;1913718210;1927560609;1941377349;1955334267;1969562739;1983964453;1998513398;2012980531;2027771091;2042687863;2056064424
Europe & Central Asia (IDA & IBRD countries);434427812;434964326;435646364;436725144;438498958;440420861;442656487;444898523;447368356;449819913;452301305;454717187;456976356;458970243.5
Togo;5611640;5762880;5920359;6083420;6250835;6421679;6595943;6773807;6954721;7137997;7323158;7509952;7698475;7889094
Thailand;65416189;65812536;66182067;66530984;66866839;67195028;67518382;67835957;68144501;68438730;68714511;68971331;69209858;69428524
Tajikistan;6789321;6922587;7062672;7209930;7364753;7527394;7697510;7874835;8059769;8252833;8454028;8663579;8880268;9100837
Turkmenistan;4754646;4810109;4870141;4935767;5007954;5087213;5174085;5267900;5366375;5466328;5565287;5662372;5757669;5850908
Latin America & the Caribbean (IDA & IBRD countries);540306214;547139430;553909981;560624670;567289599;573800641;580429321;587002346;593511231;599938979;606271975;612502802;618632726;624668856
Timor-Leste;995135;1016432;1036392;1055431;1074277;1093523;1113151;1132994;1153295;1174331;1196302;1219288;1243261;1267972
Middle East & North Africa (IDA & IBRD countries);301435107;306703078;312078851;317576790;323211885;328991663;334931821;341024011;347222485;353463942;359705458;365909373;372091950;378327628
Tonga;100905;101706;102581;103379;103890;103986;103562;102737;101768;101028;100781;101133;101998;103197
South Asia (IDA & IBRD);1518861552;1543610696;1568003159;1592010819;1615610198;1638792934;1661534412;1683747130;1705772050;1727640967;1749417068;1771167194;1792835608;1814388744
Sub-Saharan Africa (IDA & IBRD countries);758924681;779566820;800908534;822945457;845655214;869025106;893046172;917726973;943041070;968959787;995458478;1022526541;1050153672;1078306520
Trinidad and Tobago;1296502;1302561;1308451;1314443;1320930;1328147;1336178;1344817;1353700;1362342;1370328;1377564;1384072;1389858
Tunisia;10106771;10201214;10304726;10414433;10525694;10635244;10741880;10847002;10952951;11063201;11179949;11303946;11433443;11565204
Turkey;67903469;68756810;69581848;70418604;71321399;72326988;73443863;74653016;75928564;77231907;78529409;79821724;81101892;82319724
Tuvalu;10000;10120;10221;10314;10424;10530;10633;10739;10857;10972;11099;11225;11370;11508
Tanzania;38450320;39548663;40681414;41853944;43073834;44346525;45673338;47052481;48482266;49959822;51482633;53050790;54663906;56318348
Uganda;27684585;28571475;29486338;30431736;31411096;32428167;33476919;34559168;35695246;36912148;38225453;39647506;41162465;42723139
Ukraine;47105171;46787786;46509355;46258189;46053331;45870741;45706086;45593342;45489648;45272156;45154036;45004674;44831135;44622518
Upper middle income;2561819833;2582017907;2601881261;2621990358;2642571328;2663127529;2684416594;2706458199;2728919924;2751475454;2773653737;2795831616;2817771263;2837691842
Uruguay;3321803;3325401;3331749;3340221;3349676;3359275;3368934;3378974;3389439;3400434;3412009;3424132;3436646;3449299
United States;295516599;298379912;301231207;304093966;306771529;309321666;311556874;313830990;315993715;318301008;320635163;322941311;324985539;326687501
Uzbekistan;26167000;26488250;26868000;27302800;27767400;28562400;29339400;29774500;30243200;30757700;31298900;31847900;32388600;32956100
St. Vincent and the Grenadines;108614;108603;108518;108393;108287;108255;108316;108435;108622;108861;109148;109459;109827;110210
Venezuela, RB;26432447;26850194;27247610;27635832;28031009;28439940;28888369;29362449;29783571;30045134;30081829;29846179;29390409;28870195
British Virgin Islands;23107;24023;25047;26097;27039;27794;28319;28650;28847;28989;29152;29355;29577;29802
Virgin Islands (U.S.);108454;108371;108339;108399;108405;108358;108292;108191;108044;107884;107710;107510;107268;106977
Vietnam;83832661;84617540;85419591;86243413;87092252;87967651;88871561;89802487;90753472;91714595;92677076;93638724;94596642;95540395
Vanuatu;209282;214370;219472;224704;230247;236211;242653;249499;256635;263888;271130;278330;285510;292680
World;6511748367;6592734542;6674203658;6756917904;6839574284;6921871614;7002860604;7085763408;7169640142;7254228377;7338964960;7424282488;7509065705;7591932907
Samoa;179727;180876;182046;183263;184556;185949;187469;189088;190717;192221;193513;194535;195352;196130
Kosovo;1705780;1719536;1733404;1747383;1761474;1775680;1791000;1807106;1818117;1812771;1788196;1777557;1791003;1797085
Yemen, Rep.;20107409;20687646;21282515;21892146;22516460;23154855;23807588;24473178;25147109;25823485;26497889;27168210;27834821;28498687
South Africa;47880601;48489459;49119759;49779471;50477011;51216964;52004172;52834005;53689236;54545991;55386367;56203654;57000451;57779622
Zambia;11856247;12173514;12502958;12848530;13215139;13605984;14023193;14465121;14926504;15399753;15879361;16363507;16853688;17351822
Zimbabwe;12076699;12155491;12255922;12379549;12526968;12697723;12894316;13115131;13350356;13586681;13814629;14030390;14236745;14439018
