"Bacteria","Country","Region","Code","Year","R_multi","DDD_sys_commun","per_cap_US","GDP_total","GDP_health","Out_pocket_exp","income_pc","rural_pop","HDR","ctrl_corrup","GOV_effect","rule_law","total_pop"
"Pseudomonas aeruginosa","Estonia","Northern","EE",2009,0.069767442,9.7171,963,14794.97079,6.54,20.33495456,14620,31.777,0.838,1.007584095,1.009114146,1.131253362,1334515
"Pseudomonas aeruginosa","Greece","Southern","EL",2009,0.402042711,34.5956,2816,29710.9703,9.47,29.30950224,29330,24.068,0.859,0.067469649,0.61948657,0.652814925,11107017
"Pseudomonas aeruginosa","Spain","Southern","ES",2009,0.139705882,15.6735,2913,32042.47408,8.98,19.5030123,32460,21.79,0.858,1.062199712,0.945832193,1.162589192,46362946
"Pseudomonas aeruginosa","Finland","Northern","FI",2009,0.038626609,16.5638,4180,47293.99283,8.88,19.38837022,48800,16.571,0.899,2.251192331,2.229058743,1.970258117,5338871
"Pseudomonas aeruginosa","France","Western","FR",2009,0.168032787,24.4043,4724,41575.41875,11.3,10.14965624,43930,21.883,0.869,1.438242078,1.480974436,1.452676177,64707040
"Pseudomonas aeruginosa","Hungary","Eastern","HU",2009,0.207364341,13.8559,943.7,13046.48101,7.25,26.26888156,13380,31.54,0.823,0.433832288,0.67319572,0.796490192,10022650
"Pseudomonas aeruginosa","Ireland","Northern","IE",2009,0.038135593,17.7884,5481,52105.15248,10.49,12.70052791,46810,38.658,0.896,1.759451747,1.336170197,1.750501871,4535375
"Pseudomonas aeruginosa","Iceland","Northern","IS",2009,0,17.1614,3693,41333.41853,8.87,16.6221723,41850,6.489,0.891,2.04151988,1.635218859,1.714270711,318499
"Pseudomonas aeruginosa","Italy","Southern","IT",2009,0.276923077,23.7273,3324,37079.75867,8.98,20.66364437,37870,31.791,0.868,0.199060738,0.421652019,0.404739648,59095365
"Pseudomonas aeruginosa","Lithuania","Northern","LT",2009,0.19047619,16.1981,864.7,11837.39103,7.36,26.81708038,12430,33.158,0.821,0.231553197,0.693558395,0.728031814,3162916
"Pseudomonas aeruginosa","Luxembourg","Western","LU",2009,0.142857143,23.7525,7640,103198.6693,7.34,9.895283729,71220,11.822,0.885,1.973333359,1.747320056,1.827186227,497783
"Pseudomonas aeruginosa","Latvia","Northern","LV",2009,0.111111111,9.3298,744.7,12257.21657,6.15,38.78267705,14040,32.186,0.819,0.226274058,0.623809874,0.814353228,2141669
"Pseudomonas aeruginosa","Malta","Southern","MT",2009,0.189655172,18.6035,1677,20675.58259,8.08,32.45967627,19520,5.999,0.835,0.772958219,1.173995137,1.480706453,412477
"Pseudomonas aeruginosa","Netherlands","Western","NL",2009,0.021367521,10.1139,5262,52514.02712,9.99,9.069506824,53670,13.712,0.906,2.13432312,1.739726305,1.814506173,16530388
"Pseudomonas aeruginosa","Norway","Northern","NO",2009,0.018181818,14.8862,7302,79977.69708,9.06,15.25448412,87910,21.185,0.938,1.994785309,1.841374755,1.881072044,4828726
"Pseudomonas aeruginosa","Poland","Eastern","PL",2009,0.22368421,20.0809,759.6,11527.53442,6.59,24.51955527,12530,38.996,0.828,0.445084333,0.531756818,0.62840575,38151603
"Pseudomonas aeruginosa","Portugal","Southern","PT",2009,0.138059701,19.134,2279,23059.79745,9.88,24.60703701,22920,40.036,0.817,1.092931271,1.156264782,1.064921498,10568247
"Pseudomonas aeruginosa","Romania","Eastern","RO",2009,0.307692308,9.6463,449.4,8548.118672,5.28,20.78450471,9220,46.302,0.798,-0.262549967,-0.359749705,0.045407757,20367487
"Pseudomonas aeruginosa","Slovenia","Southern","SI",2009,0.112149533,11.9269,2117,24694.23056,8.56,12.77988851,24380,47.567,0.877,1.058565736,1.154733896,1.07542634,2039669
"Pseudomonas aeruginosa","United Kingdom","Northern","UK",2009,0.019354839,15.1974,3274,38713.13743,8.48,9.372603148,44220,18.969,0.899,1.632727146,1.512003183,1.7389853,62276270
"Pseudomonas aeruginosa","Austria","Western","AT",2010,0.085487078,13.1338,4796,46858.04327,10.22,18.60162616,49610,42.601,0.895,1.585461736,1.841762662,1.800300002,8363404
"Pseudomonas aeruginosa","Belgium","Western","BE",2010,0.049586777,23.1055,4450,44141.87814,9.97,18.17270666,46950,2.349,0.903,1.527498484,1.575025916,1.393127918,10895586
"Pseudomonas aeruginosa","Bulgaria","Eastern","BG",2010,0.142857143,15.8428,484.8,6809.898984,7.11,43.14134419,6940,27.698,0.779,-0.185103625,0.114835203,-0.069240548,7395599
"Pseudomonas aeruginosa","Cyprus","Southern","CY",2010,0.145833333,26.2621,1959,31023.63833,6.28,40.94297886,32040,32.449,0.85,0.974873543,1.531830311,1.216248751,1112612
"Pseudomonas aeruginosa","Czechia","Eastern","CZ",2010,0.294117647,16.0064,1374,19808.07109,6.93,15.25087506,19280,26.745,0.862,0.331638575,0.905217707,0.949479163,10474410
"Pseudomonas aeruginosa","Germany","Western","DE",2010,0.095238095,13.3884,4597,41531.9342,11.01,14.04069811,44550,23.034,0.92,1.776269913,1.571171761,1.631237388,81776930
"Pseudomonas aeruginosa","Denmark","Northern","DK",2010,0.019444444,15.8742,6012,58041.39844,10.33,14.38572407,61220,13.205,0.91,2.358993053,2.096789598,1.897532105,5547683
"Pseudomonas aeruginosa","Estonia","Northern","EE",2010,0.2,9.811,926.5,14790.82122,6.33,21.91824913,14700,31.906,0.844,0.995167315,1.085700631,1.159708977,1331475
"Pseudomonas aeruginosa","Greece","Southern","EL",2010,0.425076453,35.558,2574,26917.75898,9.56,28.12847197,27660,23.708,0.857,-0.057776872,0.556039333,0.630501211,11121341
"Pseudomonas aeruginosa","Spain","Southern","ES",2010,0.122830441,16.194,2775,30502.71971,9.01,20.75950205,31880,21.558,0.865,1.084354401,0.994798839,1.188944459,46576897
"Pseudomonas aeruginosa","Finland","Northern","FI",2010,0.053380783,17.0141,4100,46459.97325,8.88,19.96495873,49600,16.23,0.903,2.159788132,2.2293396,1.968725324,5363352
"Pseudomonas aeruginosa","France","Western","FR",2010,0.146935348,23.2071,4593,40638.334,11.24,10.22069007,43850,21.631,0.872,1.466379523,1.430300951,1.519731045,65027507
"Pseudomonas aeruginosa","Croatia","Southern","HR",2010,0.19047619,17.1814,1126,13923.62858,8.1,13.95677775,14070,44.845,0.811,0.059268434,0.622320652,0.201946497,4295427
"Pseudomonas aeruginosa","Hungary","Eastern","HU",2010,0.177672956,13.6198,983.1,13113.52596,7.52,27.44554877,13190,31.089,0.826,0.365650147,0.666669607,0.780267775,10000023
"Pseudomonas aeruginosa","Ireland","Northern","IE",2010,0.05022831,17.3857,5128,48715.17686,10.5,13.79563659,44880,38.458,0.89,1.688269019,1.349588037,1.768064141,4560155
"Pseudomonas aeruginosa","Iceland","Northern","IS",2010,0.083333333,19.8185,3645,43024.92349,8.53,18.18674654,36250,6.426,0.892,1.942624211,1.585731506,1.713806868,318041
"Pseudomonas aeruginosa","Italy","Southern","IT",2010,0.207708779,23.0233,3215,36000.52012,8.95,20.54892778,37850,31.673,0.871,0.126922861,0.44190973,0.430328697,59277417
"Pseudomonas aeruginosa","Lithuania","Northern","LT",2010,0.096774193,14.411,805.2,11957.08421,6.82,27.59107947,12560,33.243,0.824,0.376731932,0.743253648,0.782363355,3097282
"Pseudomonas aeruginosa","Luxembourg","Western","LU",2010,0.09375,23.1935,7452,104965.3061,7.03,10.23235396,78220,11.453,0.893,2.046461344,1.721773505,1.85144341,506953
"Pseudomonas aeruginosa","Latvia","Northern","LV",2010,0.095238095,9.9464,689.1,11348.40623,6.15,37.18564808,12580,32.159,0.817,0.228307128,0.708809972,0.787803769,2097555
"Pseudomonas aeruginosa","Malta","Southern","MT",2010,0.285714286,18.0963,1734,21107.36443,8.21,33.02583098,20540,5.928,0.847,0.790017307,1.192727447,1.416975498,414508
"Pseudomonas aeruginosa","Netherlands","Western","NL",2010,0.010666667,10.008,5187,50950.03434,10.16,9.095671028,53900,12.866,0.911,2.143759251,1.729365945,1.819352388,16615394
"Pseudomonas aeruginosa","Norway","Northern","NO",2010,0.005988024,15.4061,7860,87693.79007,8.9,15.04647136,88560,20.898,0.942,2.085211277,1.878928065,1.897269487,4889252
"Pseudomonas aeruginosa","Poland","Eastern","PL",2010,0.233128834,17.9982,809.2,12599.53358,6.42,23.86526614,12770,39.108,0.835,0.497079551,0.640948951,0.683574736,38042794
"Pseudomonas aeruginosa","Portugal","Southern","PT",2010,0.140510949,18.612,2213,22498.69086,9.82,24.55263883,22960,39.433,0.822,1.090370893,1.010234594,1.05659771,10573100
"Pseudomonas aeruginosa","Romania","Eastern","RO",2010,0.5,25.9402,472.2,8209.919456,5.77,19.63123679,8640,46.171,0.797,-0.226526499,-0.265529186,0.048213527,20246871
"Pseudomonas aeruginosa","Sweden","Northern","SE",2010,0.010582011,13.7565,4437,52869.04429,8.48,16.94122553,54580,14.944,0.906,2.274586916,2.004213095,1.955096722,9378126
"Pseudomonas aeruginosa","Slovenia","Southern","SI",2010,0.094736842,11.8137,2015,23509.54339,8.59,12.6401633,24540,47.342,0.881,0.922867894,1.02644074,1.008394241,2048583
"Pseudomonas aeruginosa","United Kingdom","Northern","UK",2010,0.021201413,16.4634,3309,39435.8399,8.43,9.79340598,41650,18.698,0.905,1.604826927,1.568379402,1.764102578,62766365
"Pseudomonas aeruginosa","Austria","Western","AT",2011,0.106145251,12.6683,5161,51374.95841,10.03,18.73956323,50590,42.885,0.897,1.43189621,1.617761374,1.801554561,8391643
"Pseudomonas aeruginosa","Belgium","Western","BE",2011,0.11031175,23.6027,4856,47348.52502,10.14,18.17521751,46400,2.302,0.904,1.575072408,1.656355858,1.418425918,11038264
"Pseudomonas aeruginosa","Bulgaria","Eastern","BG",2011,0.25,16.9587,555.9,7806.348652,7.13,44.46372688,7220,27.362,0.782,-0.220316142,0.110085554,-0.111741245,7348328
"Pseudomonas aeruginosa","Cyprus","Southern","CY",2011,0.196078431,26.8634,2153,32396.38574,6.59,42.79902577,32550,32.594,0.853,0.866362035,1.563668251,1.07300961,1124833
"Pseudomonas aeruginosa","Czechia","Eastern","CZ",2011,0.212053571,16.5068,1517,21717.45794,6.98,15.02145827,19420,26.815,0.865,0.341793329,0.930979669,1.036918283,10496088
"Pseudomonas aeruginosa","Germany","Western","DE",2011,0.072351421,13.085,5022,46644.77603,10.72,14.05884922,47220,22.84,0.925,1.743272901,1.554961085,1.616170526,80274983
"Pseudomonas aeruginosa","Denmark","Northern","DK",2011,0.032178218,16.689,6281,61753.64713,10.15,14.55079019,61990,13.043,0.922,2.404429197,2.101078987,1.922707915,5570572
"Pseudomonas aeruginosa","Estonia","Northern","EE",2011,0,10.746,1015,17621.54744,5.82,21.55589908,16000,32.035,0.853,1.052501321,1.076736927,1.183797717,1327439
"Pseudomonas aeruginosa","Greece","Southern","EL",2011,0.383957219,31.6285,2354,25916.29353,9.1,30.91951609,24930,23.351,0.853,-0.098818809,0.512197733,0.572887123,11104899
"Pseudomonas aeruginosa","Spain","Southern","ES",2011,0.126340882,16.597,2895,31636.44631,9.08,21.11074477,30950,21.327,0.87,1.104123712,1.02723515,1.198051929,46742697
"Pseudomonas aeruginosa","Finland","Northern","FI",2011,0.077253219,18.5545,4549,51081.99767,8.96,19.33733374,50150,15.687,0.907,2.198592424,2.241137981,1.949498773,5388272
"Pseudomonas aeruginosa","France","Western","FR",2011,0.189389266,23.352,4933,43790.73205,11.2,10.22155136,44350,21.378,0.876,1.532393575,1.35914433,1.446996093,65342780
"Pseudomonas aeruginosa","Croatia","Southern","HR",2011,0.268722467,16.5239,1132,14566.63847,7.79,12.05216944,14000,44.678,0.817,0.063671045,0.561252236,0.217892975,4280622
"Pseudomonas aeruginosa","Hungary","Eastern","HU",2011,0.122516556,13.7978,1063,14150.96673,7.54,28.24357152,13170,30.642,0.823,0.399596125,0.674927473,0.764692008,9971727
"Pseudomonas aeruginosa","Ireland","Northern","IE",2011,0.033149171,19.209,5563,51848.90973,10.69,13.9069587,41900,38.258,0.894,1.562962532,1.455905318,1.755929351,4580084
"Pseudomonas aeruginosa","Iceland","Northern","IS",2011,0.058823529,19.8122,3867,47516.87469,8.25,18.47118735,37590,6.413,0.901,1.939585567,1.583260417,1.697877765,319014
"Pseudomonas aeruginosa","Italy","Southern","IT",2011,0.172523962,23.0974,3388,38599.06221,8.83,22.02690393,37900,31.556,0.875,0.181863904,0.377540648,0.466513753,59379449
"Pseudomonas aeruginosa","Lithuania","Northern","LT",2011,0.1,15.4814,925.5,14354.18838,6.5,28.22128236,13290,33.259,0.831,0.327106059,0.703799188,0.774957716,3028115
"Pseudomonas aeruginosa","Luxembourg","Western","LU",2011,0.15625,23.3347,7165,115761.5077,6.11,10.87945402,76260,11.094,0.892,2.159843683,1.748484015,1.833190441,518347
"Pseudomonas aeruginosa","Latvia","Northern","LV",2011,0.083333333,10.7763,764.6,13832.39118,5.57,34.296754,13150,32.131,0.822,0.286647677,0.698138297,0.747023225,2059709
"Pseudomonas aeruginosa","Malta","Southern","MT",2011,0.238095238,20.0757,1960,22858.58609,8.56,33.16239417,21440,5.859,0.848,0.766042888,1.195340633,1.286828995,416268
"Pseudomonas aeruginosa","Netherlands","Western","NL",2011,0.029953917,10.1292,5555,54159.34661,10.23,9.482382983,54480,12.121,0.922,2.120604277,1.788898706,1.822073698,16693074
"Pseudomonas aeruginosa","Norway","Northern","NO",2011,0.013513514,16.1062,8900,100600.5624,8.78,15.20982683,90420,20.545,0.943,2.149326324,1.837559104,1.873943806,4953088
"Pseudomonas aeruginosa","Poland","Eastern","PL",2011,0.257731959,18.2179,866.1,13893.50926,6.23,23.96363318,12950,39.22,0.84,0.557022214,0.620748818,0.766173959,38063255
"Pseudomonas aeruginosa","Portugal","Southern","PT",2011,0.161904762,19.2262,2208,23186.91313,9.53,26.30024552,22720,38.833,0.827,1.112963796,0.947194099,1.02385664,10557560
"Pseudomonas aeruginosa","Romania","Eastern","RO",2011,0.6,26.4766,426.6,9104.995622,4.7,24.27583933,8660,46.04,0.798,-0.213255227,-0.328980565,0.056954619,20147528
"Pseudomonas aeruginosa","Sweden","Northern","SE",2011,0.024096385,13.8858,6387,60755.75955,10.67,15.0433436,56570,14.703,0.906,2.196956873,1.96506381,1.941077232,9449213
"Pseudomonas aeruginosa","Slovenia","Southern","SI",2011,0.101694915,11.8791,2145,25095.13263,8.57,12.19664216,24580,47.117,0.883,0.948806465,0.98951149,1.052851915,2052843
"Pseudomonas aeruginosa","United Kingdom","Northern","UK",2011,0.025553663,16.5041,3502,42038.57225,8.38,9.883193672,41070,18.43,0.899,1.616091013,1.558900833,1.650690675,63258810
"Pseudomonas aeruginosa","Austria","Western","AT",2012,0.104201681,12.1885,4966,48567.69529,10.2,18.67409199,50060,42.853,0.899,1.389730573,1.57587254,1.858178735,8429991
"Pseudomonas aeruginosa","Belgium","Western","BE",2012,0.089552239,23.9409,4615,44673.11588,10.27,17.73408204,47100,2.256,0.905,1.608068228,1.602476358,1.427129149,11106932
"Pseudomonas aeruginosa","Bulgaria","Eastern","BG",2012,0.307692308,16.1092,558.6,7393.189177,7.59,47.74680734,7430,27.025,0.786,-0.227857694,0.141888097,-0.085204966,7305888
"Pseudomonas aeruginosa","Cyprus","Southern","CY",2012,0.173076923,25.0928,1943,28912.15694,6.69,44.02578771,29680,32.739,0.852,1.251133919,1.391171932,1.099629998,1135046
"Pseudomonas aeruginosa","Czechia","Eastern","CZ",2012,0.212678937,15.663,1387,19729.87051,7.03,15.29148817,19350,26.803,0.865,0.272268176,0.928921938,1.041852593,10510785
"Pseudomonas aeruginosa","Germany","Western","DE",2012,0.084474886,13.6955,4755,43858.36306,10.78,14.11986351,46530,22.83,0.927,1.829577088,1.593369126,1.664947629,80425823
"Pseudomonas aeruginosa","Denmark","Northern","DK",2012,0.018041237,15.7027,6004,58507.50805,10.24,14.15904015,61650,12.858,0.924,2.381078959,1.984567404,1.873899817,5591572
"Pseudomonas aeruginosa","Estonia","Northern","EE",2012,0.090909091,10.3479,1013,17534.42154,5.83,21.51741236,16900,32.026,0.859,1.096038103,0.954537988,1.157106638,1322696
"Pseudomonas aeruginosa","Greece","Southern","EL",2012,0.3984375,28.1955,1968,22242.68193,8.88,30.13835847,23500,22.996,0.856,-0.189221814,0.319800168,0.426507235,11045011
"Pseudomonas aeruginosa","Spain","Southern","ES",2012,0.107854631,15.6555,2589,28324.42934,9.07,22.84075618,29520,21.098,0.873,1.128225803,1.120682478,1.064827085,46773055
"Pseudomonas aeruginosa","Finland","Northern","FI",2012,0.04587156,17.983,4411,47710.79022,9.3,18.69531572,48940,15.159,0.908,2.235261202,2.220477581,1.951503277,5413971
"Pseudomonas aeruginosa","France","Western","FR",2012,0.146836912,24.0061,4652,40874.70351,11.32,10.10120213,43380,21.122,0.878,1.455788136,1.340279341,1.454164147,65659809
"Pseudomonas aeruginosa","Croatia","Southern","HR",2012,0.233502538,18.2616,1030,13238.10193,7.79,11.47245094,13420,44.494,0.82,0.009865428,0.706691682,0.245607689,4267558
"Pseudomonas aeruginosa","Hungary","Eastern","HU",2012,0.176090468,12.996,961.1,12918.24752,7.47,29.39691842,12990,30.322,0.826,0.356334448,0.628841758,0.615284204,9920362
"Pseudomonas aeruginosa","Ireland","Northern","IE",2012,0.102325581,19.4568,5240,48917.89756,10.68,13.88725638,40590,38.058,0.899,1.463657618,1.547128439,1.734316707,4599533
"Pseudomonas aeruginosa","Iceland","Northern","IS",2012,0.1,19.6668,3707,45910.02055,8.2,18.57059449,40680,6.4,0.908,1.886239171,1.491027832,1.685005426,320716
"Pseudomonas aeruginosa","Italy","Southern","IT",2012,0.237209302,22.5146,3126,35053.52624,8.96,21.67975903,36200,31.316,0.874,0.066174991,0.42067042,0.403319508,59539717
"Pseudomonas aeruginosa","Lithuania","Northern","LT",2012,0.142857143,13.2688,896.9,14339.28787,6.29,31.8008393,14070,33.136,0.835,0.393993855,0.833409011,0.85041523,2987773
"Pseudomonas aeruginosa","Luxembourg","Western","LU",2012,0.064516129,23.1448,7097,106749.0136,6.57,10.4518801,75450,10.751,0.892,2.122711658,1.672071934,1.7989043,530946
"Pseudomonas aeruginosa","Latvia","Northern","LV",2012,0.111111111,10.9601,745.5,13850.64282,5.42,37.82342374,13850,32.103,0.825,0.245458975,0.838448524,0.785476744,2034319
"Pseudomonas aeruginosa","Malta","Southern","MT",2012,0,19.4984,1899,21916.41159,8.61,32.09076226,21650,5.789,0.854,0.94321835,1.247961402,1.344981909,420028
"Pseudomonas aeruginosa","Netherlands","Western","NL",2012,0.024875622,10.0884,5285,50073.00566,10.54,10.0906767,52930,11.412,0.921,2.117599487,1.813399553,1.861233473,16754962
"Pseudomonas aeruginosa","Norway","Northern","NO",2012,0.033492823,16.5331,8970,101524.1419,8.77,14.80008215,99220,20.126,0.942,2.256409407,1.909127474,1.958512545,5018573
"Pseudomonas aeruginosa","Poland","Eastern","PL",2012,0.214689266,19.8787,815.1,13145.53926,6.2,24.2740646,13300,39.346,0.836,0.663234055,0.675630391,0.780411541,38063164
"Pseudomonas aeruginosa","Portugal","Southern","PT",2012,0.180579216,18.7098,1919,20564.88986,9.35,28.17890942,21150,38.237,0.829,0.96023792,1.035027623,1.065502048,10514844
"Pseudomonas aeruginosa","Romania","Eastern","RO",2012,0.488888889,25.9402,401.7,8535.046876,4.72,22.42794037,8780,46.026,0.796,-0.263397515,-0.311950058,0.042129636,20058035
"Pseudomonas aeruginosa","Sweden","Northern","SE",2012,0.033613445,13.7087,6274,58037.82132,10.93,15.4042542,58930,14.38,0.908,2.312869072,1.957009554,1.951555252,9519374
"Pseudomonas aeruginosa","Slovenia","Southern","SI",2012,0.074626866,11.783,1975,22643.10025,8.76,12.4599658,23250,46.892,0.876,0.839746892,1.031650066,1.014998674,2057159
"Pseudomonas aeruginosa","United Kingdom","Northern","UK",2012,0.016516517,17.661,3493,42462.77157,8.29,9.715238214,41700,18.163,0.897,1.674152732,1.547542214,1.718675971,63700215
"Pseudomonas aeruginosa","Austria","Western","AT",2013,0.082658023,14.1696,5234,50716.70871,10.29,19.17125136,50700,42.664,0.896,1.55079484,1.588477135,1.851382136,8479823
"Pseudomonas aeruginosa","Belgium","Western","BE",2013,0.109053498,22.5706,4850,46744.66254,10.37,18.03226322,47880,2.211,0.908,1.673882127,1.607339144,1.43843472,11159407
"Pseudomonas aeruginosa","Bulgaria","Eastern","BG",2013,0.083333333,17.2952,600.3,7651.817881,7.87,47.10148871,7590,26.687,0.792,-0.267288208,0.157344475,-0.102405354,7265115
"Pseudomonas aeruginosa","Cyprus","Southern","CY",2013,0.042553191,23.9493,1920,27729.1927,6.9,43.09228957,27830,32.863,0.854,1.245758176,1.366624117,1.036581397,1143866
"Pseudomonas aeruginosa","Czechia","Eastern","CZ",2013,0.23255814,16.8961,1555,19916.01939,7.81,13.58585358,19270,26.71,0.874,0.228798985,0.891820014,1.039771318,10514272
"Pseudomonas aeruginosa","Germany","Western","DE",2013,0.092063492,14.4872,5094,46285.76407,10.93,13.27638924,47190,22.82,0.927,1.813810706,1.542519927,1.649499655,80645605
"Pseudomonas aeruginosa","Denmark","Northern","DK",2013,0.016908212,15.6578,6237,61191.1937,10.17,13.81007284,63200,12.708,0.926,2.404900789,1.992455125,1.900482297,5614932
"Pseudomonas aeruginosa","Estonia","Northern","EE",2013,0,10.3255,1144,19174.10073,6.01,22.60502726,18250,31.878,0.863,1.188760996,0.974775255,1.198479652,1317997
"Pseudomonas aeruginosa","Greece","Southern","EL",2013,0.391152503,27.99,1834,21874.8195,8.41,33.68635774,22540,22.645,0.858,-0.04531141,0.459202468,0.465021938,10965211
"Pseudomonas aeruginosa","Spain","Southern","ES",2013,0.122424242,16.1563,2629,29059.54795,9.02,23.98318201,29210,20.867,0.875,0.903092504,1.154522538,1.0205158,46620045
"Pseudomonas aeruginosa","Finland","Northern","FI",2013,0.04587156,16.9272,4307,49878.04324,8.67,19.33733374,49480,14.875,0.916,2.202126265,2.174288273,1.936688185,5438972
"Pseudomonas aeruginosa","France","Western","FR",2013,0.125200642,24.1306,4900,42592.93409,11.44,9.928711504,43780,20.865,0.882,1.329576135,1.48182869,1.426772714,65998687
"Pseudomonas aeruginosa","Croatia","Southern","HR",2013,0.18442623,17.6101,889.9,13642.19366,6.52,8.831276745,13550,44.294,0.825,0.12422023,0.701186359,0.291649491,4255689
"Pseudomonas aeruginosa","Hungary","Eastern","HU",2013,0.187406297,13.3688,990.6,13687.2461,7.26,28.38487625,13480,30.047,0.835,0.321602583,0.654968202,0.582692802,9893082
"Pseudomonas aeruginosa","Ireland","Northern","IE",2013,0.073170732,20.0484,5330,51590.18845,10.29,14.27645087,43480,37.859,0.908,1.538591504,1.485335708,1.731722951,4623816
"Pseudomonas aeruginosa","Iceland","Northern","IS",2013,0,19.4375,4031,49522.23659,8.22,18.25796515,46960,6.367,0.92,1.912273526,1.490048647,1.662147522,323764
"Pseudomonas aeruginosa","Italy","Southern","IT",2013,0.242894057,23.3234,3196,35549.9747,8.95,21.76292092,35550,31.021,0.873,0.05163566,0.458483517,0.402901322,60233948
"Pseudomonas aeruginosa","Lithuania","Northern","LT",2013,0.081081081,15.1148,958.9,15702.14306,6.14,32.82087147,15310,33.014,0.84,0.426032931,0.831737101,0.836003721,2957689
"Pseudomonas aeruginosa","Luxembourg","Western","LU",2013,0.058823529,23.1353,6522,113625.1329,5.67,11.06899157,75500,10.426,0.892,2.123356342,1.629902482,1.816298723,543360
"Pseudomonas aeruginosa","Latvia","Northern","LV",2013,0.24,11.3423,807.1,15041.17446,5.4,38.47148418,14930,32.075,0.834,0.328415573,0.889026761,0.767849863,2012647
"Pseudomonas aeruginosa","Malta","Southern","MT",2013,0.08,20.6661,2121,23837.27999,8.83,30.22222221,22710,5.721,0.861,0.983500004,1.257873297,1.333084106,425967
"Pseudomonas aeruginosa","Netherlands","Western","NL",2013,0.024,9.6108,5531,52184.06185,10.58,11.53488532,52950,10.813,0.924,2.046001911,1.78395927,1.8350811,16804432
"Pseudomonas aeruginosa","Norway","Northern","NO",2013,0.034146341,15.8313,9241,102913.4508,8.92,14.59419578,104330,19.714,0.946,2.294474602,1.884966731,1.980009913,5079623
"Pseudomonas aeruginosa","Poland","Eastern","PL",2013,0.143617021,20.4971,878.1,13781.06261,6.38,23.80160242,13530,39.471,0.851,0.596016347,0.722514808,0.819490671,38040196
"Pseudomonas aeruginosa","Portugal","Southern","PT",2013,0.119402985,16.0974,1959,21647.04181,9.09,26.9631058,21370,37.648,0.837,0.950478137,1.230732441,1.058801651,10457295
"Pseudomonas aeruginosa","Romania","Eastern","RO",2013,0.5,26.7645,495.2,9555.244217,5.19,20.17611563,9320,46.063,0.8,-0.18797645,-0.074424632,0.125015959,19983693
"Pseudomonas aeruginosa","Sweden","Northern","SE",2013,0.041431262,12.65,6723,61126.9432,11.09,15.53537697,61580,14.064,0.927,2.29162097,1.909026146,1.972878098,9600379
"Pseudomonas aeruginosa","Slovenia","Southern","SI",2013,0.112781955,11.907,2055,23496.60231,8.79,12.45486438,23230,46.668,0.884,0.729321599,1.013162732,1.000792265,2059953
"Pseudomonas aeruginosa","United Kingdom","Northern","UK",2013,0.023909986,18.3145,4208,43444.533,9.77,15.03525972,42740,17.898,0.914,1.699135184,1.495450616,1.705037713,64128273
"Pseudomonas aeruginosa","Austria","Western","AT",2014,0.070532915,12.0866,5386,51717.49594,10.37,19.09817606,50370,42.474,0.904,1.474734902,1.572585702,1.952464104,8546356
"Pseudomonas aeruginosa","Belgium","Western","BE",2014,0.084175084,22.3619,4944,47700.54036,10.41,17.49034077,47800,2.167,0.91,1.573291898,1.381594181,1.52343905,11209057
"Pseudomonas aeruginosa","Bulgaria","Eastern","BG",2014,0.291666667,18.6023,666.4,7874.260904,8.5,45.8127737,7740,26.349,0.797,-0.246874854,0.0787379,-0.046017233,7223938
"Pseudomonas aeruginosa","Cyprus","Southern","CY",2014,0.142857143,22.1873,1846,27129.62612,6.78,44.73412633,26510,32.969,0.856,1.075781465,1.140383601,1.077018499,1152285
"Pseudomonas aeruginosa","Czechia","Eastern","CZ",2014,0.201793722,17.1151,1513,19744.55861,7.65,14.08199221,18800,26.616,0.879,0.36779505,1.017592907,1.15218091,10525347
"Pseudomonas aeruginosa","Germany","Western","DE",2014,0.088646967,13.3729,5291,47959.99327,10.96,12.86283284,47620,22.81,0.93,1.838379741,1.731391549,1.856834173,80982500
"Pseudomonas aeruginosa","Denmark","Northern","DK",2014,0.015463918,15.1744,6381,62548.98473,10.17,13.77456188,63670,12.59,0.928,2.247260332,1.819007277,2.096355438,5643475
"Pseudomonas aeruginosa","Estonia","Northern","EE",2014,0,10.2215,1237,20367.10266,6.12,22.62244374,18990,31.731,0.865,1.303455591,1.016679525,1.372891307,1314545
"Pseudomonas aeruginosa","Greece","Southern","EL",2014,0.360824742,29.1725,1725,21760.9798,7.95,36.63310707,22180,22.298,0.866,-0.122388072,0.398586392,0.36259988,10892413
"Pseudomonas aeruginosa","Spain","Southern","ES",2014,0.12371134,17.0698,2671,29461.55033,9.02,24.36438203,29130,20.634,0.88,0.629841745,1.1597054,0.952644229,46480882
"Pseudomonas aeruginosa","Finland","Northern","FI",2014,0.039215686,16.5944,4740,50260.29986,9.49,18.92360151,49390,14.825,0.918,2.165774584,1.998275638,2.100273371,5461512
"Pseudomonas aeruginosa","France","Western","FR",2014,0.132286996,23.1241,4988,43011.2631,11.57,9.845147282,43320,20.606,0.887,1.314697027,1.403170347,1.474639177,66312067
"Pseudomonas aeruginosa","Croatia","Southern","HR",2014,0.314655172,17.7681,909.4,13600.19439,6.7,11.2752825,13260,44.077,0.827,0.219041422,0.692963302,0.319685102,4238389
