"Bacteria","Country","Region","Code","Year","R_multi","DDD_sys_commun","per_cap_US","GDP_total","GDP_health","Out_pocket_exp","income_pc","rural_pop","HDR","ctrl_corrup","GOV_effect","rule_law","total_pop"
"Escherichia coli","Latvia","Northern","LV",2015,0.104712042,11.1386,775.6,13698.93795,5.71,40.53730965,15010,32.02,0.842,0.468176097,1.08944416,0.794590116,1977527
"Escherichia coli","Malta","Southern","MT",2015,0.071428571,18.7583,2250,24002.52329,9.24,37.10762262,24680,5.586,0.877,0.900374472,0.850428402,1.135585546,445053
"Escherichia coli","Netherlands","Western","NL",2015,0.019713595,9.4898,4675,45175.23189,10.32,11.28642857,49810,9.827,0.927,1.884297013,1.832506895,1.944192171,16939923
"Escherichia coli","Norway","Northern","NO",2015,0.019102486,15.4323,7566,74355.51586,10.11,14.14276958,93110,18.909,0.948,2.242803812,1.864499331,2.011147022,5188607
"Escherichia coli","Poland","Eastern","PL",2015,0.060704961,22.8069,804,12572.4266,6.4,23.31281453,13350,39.722,0.858,0.669521451,0.798782945,0.802058518,37986412
"Escherichia coli","Portugal","Southern","PT",2015,0.07603429,17.3372,1725,19242.36647,8.97,27.72781551,20440,36.486,0.843,0.964724958,1.220341086,1.146594763,10358076
"Escherichia coli","Romania","Eastern","RO",2015,0.134615385,28.0473,442.2,8977.437382,4.94,21.28169239,9650,46.113,0.806,-0.017646439,-0.056130581,0.157543659,19815616
"Escherichia coli","Sweden","Northern","SE",2015,0.02453871,11.9241,5623,51545.48361,11,15.48625827,58250,13.447,0.932,2.241128206,1.815902472,2.037792206,9799186
"Escherichia coli","Slovenia","Southern","SI",2015,0.080754717,11.855,1775,20881.76677,8.5,12.49877736,22250,46.219,0.886,0.772998154,0.972418487,0.974570155,2063531
"Escherichia coli","United Kingdom","Northern","UK",2015,0.045126001,17.8977,4326,44974.83188,9.69,15.12357891,44290,17.374,0.916,1.876371026,1.743744612,1.813059926,65116219
"Escherichia coli","Austria","Western","AT",2016,0.035148042,11.4237,4719,45237.80509,10.42,19.30112839,46220,42.095,0.909,1.548537016,1.511904955,1.814966559,8736668
"Escherichia coli","Belgium","Western","BE",2016,0.038043478,22.531,4279,41998.33575,10.3,17.86475033,43440,2.081,0.915,1.638705134,1.326213479,1.390964746,11331422
"Escherichia coli","Bulgaria","Eastern","BG",2016,0.220588235,17.6417,612.5,7545.790332,8.23,47.95404673,7430,25.671,0.812,-0.168443292,0.295897067,-0.061471604,7127822
"Escherichia coli","Cyprus","Southern","CY",2016,0.11409396,28.3696,1637,24532.51906,6.79,45.2442795,24700,33.119,0.869,0.826646328,0.960943103,0.721343994,1170187
"Escherichia coli","Czechia","Eastern","CZ",2016,0.079059131,17.1576263016998,1322,18463.38658,7.15,15.02381265,17590,26.43,0.885,0.536757231,1.036739469,1.035501719,10566332
"Escherichia coli","Germany","Western","DE",2016,0.033797684,12.8394,4734,42098.92045,11.13,12.88281828,44290,22.776,0.936,1.843417764,1.734568119,1.622016311,82348669
"Escherichia coli","Denmark","Northern","DK",2016,0.017672414,15.1637,5566,54663.99837,10.18,13.71238232,58040,12.358,0.928,2.23059082,1.876053929,1.912385345,5728010
"Escherichia coli","Estonia","Northern","EE",2016,0.040114613,10.3826,1185,18237.29584,6.5,22.72888422,18280,31.437,0.875,1.272345304,1.090856671,1.226358056,1315790
"Escherichia coli","Greece","Southern","EL",2016,0.103846154,30.9553,1499,18116.45962,8.28,34.60354507,18890,21.613,0.866,-0.092085712,0.226677805,0.107345834,10775971
"Escherichia coli","Spain","Southern","ES",2016,0.061993815,25.6276,2391,26505.34322,8.97,23.93914312,27530,20.16,0.888,0.515630543,1.115842104,0.978824794,46484062
"Escherichia coli","Finland","Northern","FI",2016,0.023820125,15.0338,4095,43784.28396,9.43,20.49999535,45490,14.725,0.922,2.239527702,1.828907728,2.015213728,5495303
"Escherichia coli","France","Western","FR",2016,0.038260242,23.8742,4257,37037.37419,11.48,9.551420808,39070,20.083,0.887,1.400143027,1.405252218,1.413081884,66724104
"Escherichia coli","Croatia","Southern","HR",2016,0.093841642,17.0664,840.9,12360.48382,6.83,10.97398251,12380,43.597,0.832,0.20333077,0.494286805,0.409176141,4174349
"Escherichia coli","Hungary","Eastern","HU",2016,0.06360424,13.3326,914.6,12992.37567,7.13,27.71828771,13050,29.221,0.838,0.097243495,0.464301646,0.423058361,9814023
"Escherichia coli","Ireland","Northern","IE",2016,0.053284182,20.3775,4721,63197.08237,7.38,12.77513355,52490,37.263,0.936,1.58335638,1.331620812,1.517243624,4755335
"Escherichia coli","Iceland","Northern","IS",2016,0.011235955,18.1668,5064,61466.80397,8.13,16.86918437,55150,6.265,0.932,1.949493647,1.385732055,1.51954484,335439
"Escherichia coli","Italy","Southern","IT",2016,0.129099427,21.8364,2736,30939.71425,8.88,22.92509377,31950,30.145,0.878,0.084406801,0.534770429,0.329159915,60627498
"Escherichia coli","Lithuania","Northern","LT",2016,0.025542784,13.5114,988.5,14999.47964,6.64,32.31704831,14870,32.634,0.86,0.713836074,1.070065498,1.029358149,2868231
"Escherichia coli","Luxembourg","Western","LU",2016,0.038277512,21.3645,5596,104278.391,5.47,10.49742699,68670,9.54,0.904,2.096853733,1.692345738,1.760356069,582014
"Escherichia coli","Latvia","Northern","LV",2016,0.103305785,11.0567,874.2,14153.41492,6.21,43.44228208,14600,31.979,0.845,0.431138307,1.005264163,0.958982587,1959537
"Escherichia coli","Malta","Southern","MT",2016,0.054878049,18.3857,2328,25133.04565,9.17,35.02109647,23580,5.52,0.881,0.721244872,0.9557845,0.997758865,455356
"Escherichia coli","Netherlands","Western","NL",2016,0.022670419,9.2481,4753,46007.85292,10.3,11.30024791,46900,9.365,0.929,1.913111448,1.833539486,1.894409895,17030314
"Escherichia coli","Norway","Northern","NO",2016,0.019395954,14.8937,7497,70459.1825,10.52,14.27099854,81810,18.515,0.951,2.196582556,1.86937499,2.036334038,5234519
"Escherichia coli","Poland","Eastern","PL",2016,0.08502696,20.7318,813.5,12431.81589,6.54,23.08046073,12680,39.822,0.864,0.739105165,0.706566393,0.636217952,37970087
"Escherichia coli","Portugal","Southern","PT",2016,0.076709476,17.5384,1803,19978.40121,9.04,27.79162228,19930,35.914,0.846,0.92550689,1.209820509,1.097241998,10325452
"Escherichia coli","Romania","Eastern","RO",2016,0.117073171,24.4245,476.2,9567.129345,4.99,20.75504959,9650,46.1,0.808,-0.018714854,-0.169035584,0.360988885,19702267
"Escherichia coli","Sweden","Northern","SE",2016,0.031272518,11.6734,5707,51965.15715,10.98,15.33536315,54370,13.148,0.934,2.191839695,1.773643494,2.01903367,9923085
"Escherichia coli","Slovenia","Southern","SI",2016,0.069014085,10.6526,1834,21622.58068,8.48,12.00222373,21750,45.98,0.892,0.822988153,1.127258778,1.082672358,2065042
"Escherichia coli","United Kingdom","Northern","UK",2016,0.040092887,17.452,3945,41064.13343,9.7,15.49326032,42980,17.114,0.918,1.898976684,1.60161829,1.691506982,65611593
"Escherichia coli","Austria","Western","AT",2017,0.032735161,11.9188,4940,47549.07904,10.4,19.2032665,45150,41.906,0.912,1.526028633,1.461260676,1.81247282,8797566
"Escherichia coli","Belgium","Western","BE",2017,0.034794157,21.1439,4507,44288.50804,10.34,17.63822287,42750,2.039,0.917,1.497134089,1.181692719,1.3434273,11375158
"Escherichia coli","Bulgaria","Eastern","BG",2017,0.248908297,18.9446,663.7,8331.058025,8.1,46.55256867,7640,25.331,0.813,-0.161115259,0.260194153,-0.040922999,7075947
"Escherichia coli","Cyprus","Southern","CY",2017,0.153846154,28.8781,1732,26338.69434,6.68,44.63203549,24580,33.164,0.871,0.782737195,0.919977784,0.884949744,1179680
"Escherichia coli","Czechia","Eastern","CZ",2017,0.062519537,17.1003979493626,1476,20379.89604,7.23,14.80910182,17970,26.325,0.888,0.567682743,1.005324841,1.116695046,10594438
"Escherichia coli","Germany","Western","DE",2017,0.037437678,12.3406,5033,44349.58966,11.25,12.67291903,43680,22.739,0.938,1.841110229,1.71929121,1.608338714,82657002
"Escherichia coli","Denmark","Northern","DK",2017,0.018431292,14.3332,5800,57141.05984,10.11,13.73846531,56210,12.243,0.929,2.193403959,1.79694283,1.863845944,5764980
"Escherichia coli","Estonia","Northern","EE",2017,0.037179487,9.9409,1300,20388.20955,6.43,23.66462499,18750,31.283,0.879,1.242426515,1.109356642,1.281881213,1317384
"Escherichia coli","Greece","Southern","EL",2017,0.098427888,32.1485,1517,18930.21859,8.04,34.75020826,18360,21.276,0.871,-0.138348609,0.313373446,0.083919302,10754679
"Escherichia coli","Spain","Southern","ES",2017,0.054728091,25.0078,2506,28170.43457,8.87,23.56579006,27060,19.92,0.891,0.491772741,1.033853531,1.008470416,46593236
"Escherichia coli","Finland","Northern","FI",2017,0.024341179,13.5916,4206,46316.74546,9.21,20.22742331,44740,14.675,0.924,2.215836048,1.936856508,2.027072906,5508214
"Escherichia coli","France","Western","FR",2017,0.030372757,22.9691,4380,38812.16103,11.31,9.384219348,38340,19.82,0.89,1.25949657,1.352089524,1.438317537,66864379
"Escherichia coli","Croatia","Southern","HR",2017,0.093556929,16.8271,902.1,13412.33829,6.79,10.97325161,12640,43.333,0.835,0.186701789,0.571306348,0.334248334,4124531
"Escherichia coli","Hungary","Eastern","HU",2017,0.082071324,13.4288,981.4,14457.60876,6.88,26.89432502,13080,28.938,0.841,0.089291483,0.522134185,0.529676974,9787966
"Escherichia coli","Ireland","Northern","IE",2017,0.057124519,19.35,4977,69822.34718,7.18,12.28111684,53480,37.053,0.939,1.548582196,1.290976882,1.427983165,4807388
"Escherichia coli","Iceland","Northern","IS",2017,0.015075377,18.844,6086,71310.93925,8.33,16.48037881,60530,6.227,0.935,1.838142157,1.450543642,1.606575847,343400
"Escherichia coli","Italy","Southern","IT",2017,0.136814379,19.0155,2840,32406.72032,8.84,23.48580658,31360,29.856,0.881,0.188600972,0.502127409,0.324624747,60536709
"Escherichia coli","Lithuania","Northern","LT",2017,0.043786982,13.5566,1078,16882.63947,6.46,32.2738111,15260,32.484,0.866,0.553735316,0.965336978,0.99265039,2828403
"Escherichia coli","Luxembourg","Western","LU",2017,0.034642032,20.9298,5783,107627.151,5.48,10.6895417,66430,9.273,0.908,1.985519648,1.683146834,1.737712979,596336
"Escherichia coli","Latvia","Northern","LV",2017,0.047619048,12.0534,930.4,15586.58189,5.96,41.98757708,14720,31.925,0.849,0.53583014,0.903794527,0.931378543,1942248
"Escherichia coli","Malta","Southern","MT",2017,0.063694267,19.7945,2586,27239.0701,9.34,34.75378752,23570,5.454,0.883,0.739660442,1.004371881,1.143620372,467999
"Escherichia coli","Netherlands","Western","NL",2017,0.018859452,8.9412,4911,48675.22234,10.1,11.08693331,47140,8.923,0.932,1.867299438,1.85179317,1.830022931,17131296
"Escherichia coli","Norway","Northern","NO",2017,0.023866988,14.3658,7936,75496.75406,10.45,14.17728662,76210,18.129,0.953,2.236802578,1.983223081,2.020279169,5276968
"Escherichia coli","Poland","Eastern","PL",2017,0.081632653,23.7883,906.8,13861.30936,6.54,23.04979265,12740,39.895,0.868,0.724992394,0.643040895,0.472560197,37974826
"Escherichia coli","Portugal","Southern","PT",2017,0.06598586,16.3669,1908,21490.42986,8.97,27.53207982,20050,35.348,0.848,0.873952627,1.332027793,1.132149458,10300300
"Escherichia coli","Romania","Eastern","RO",2017,0.097465887,24.5039,555.1,10807.79539,5.16,20.48804611,10110,46.064,0.813,-0.03147899,-0.172128066,0.387540936,19587290
"Escherichia coli","Sweden","Northern","SE",2017,0.020187957,11.2584,5905,53791.50873,11.02,15.03260434,52970,12.854,0.935,2.138959408,1.837575555,1.936156511,10057698
"Escherichia coli","Slovenia","Southern","SI",2017,0.062906724,10.7356,1920,23500.75223,8.19,12.32816875,22110,45.727,0.899,0.813808024,1.170688272,1.023465395,2066388
"Escherichia coli","United Kingdom","Northern","UK",2017,0.041181737,17.0555,3859,40361.41738,9.63,15.95682204,41370,16.857,0.919,1.843364477,1.414132953,1.679469466,66058859
"Escherichia coli","Austria","Western","AT",2018,0.036441586,10.4153,4940,51525.04643,10.4,19.2032665,49400,41.703,0.914,1.59649229,1.453342438,1.874770164,8840521
"Escherichia coli","Belgium","Western","BE",2018,0.030716724,20.7657,4507,47491.32326,10.34,17.63822287,45940,1.999,0.919,1.510498047,1.171748161,1.367054224,11427054
"Escherichia coli","Bulgaria","Eastern","BG",2018,0.196363636,19.3704,663.7,9423.558612,8.1,46.55256867,8910,24.992,0.816,-0.151538402,0.271875739,-0.02981348,7025037
"Escherichia coli","Cyprus","Southern","CY",2018,0.145695364,28.8781,1732,28689.70672,6.68,44.63203549,26620,33.19,0.873,0.640067935,0.920902193,0.752880812,1189265
"Escherichia coli","Czechia","Eastern","CZ",2018,0.062671798,17.3704,1476,23046.94913,7.23,14.80910182,20230,26.208,0.891,0.503815472,0.922208071,1.048950672,10629928
"Escherichia coli","Germany","Western","DE",2018,0.033952774,11.8748,5033,47639.00344,11.25,12.67291903,47150,22.688,0.939,1.946861625,1.61963284,1.629486918,82905782
"Escherichia coli","Denmark","Northern","DK",2018,0.020294057,13.688,5800,61390.69301,10.11,13.73846531,60920,12.126,0.93,2.148100376,1.871631145,1.832332611,5793636
"Escherichia coli","Estonia","Northern","EE",2018,0.030193237,10.2474,1300,23258.46758,6.43,23.66462499,21350,31.12,0.882,1.506536484,1.191937923,1.239835262,1321977
"Escherichia coli","Greece","Southern","EL",2018,0.097665848,32.387,1517,20324.30501,8.04,34.75020826,19620,20.942,0.872,-0.066019207,0.338260889,0.152649522,10732882
"Escherichia coli","Spain","Southern","ES",2018,0.063832588,24.3111,2506,30337.67913,8.87,23.56579006,29320,19.679,0.893,0.613605201,1.002135754,0.968262732,46797754
"Escherichia coli","Finland","Northern","FI",2018,0.020425177,13.1898,4206,50021.29106,9.21,20.22742331,48300,14.618,0.925,2.212743521,1.984208465,2.045141697,5515525
"Escherichia coli","France","Western","FR",2018,0.035186256,23.5587,4380,41631.09074,11.31,9.384219348,41080,19.556,0.891,1.317085624,1.480525851,1.439210296,66965912
"Escherichia coli","Croatia","Southern","HR",2018,0.092173913,17.001,902.1,14920.19138,6.79,10.97325161,14010,43.053,0.837,0.131672338,0.456918329,0.32438755,4087843
"Escherichia coli","Hungary","Eastern","HU",2018,0.114463176,13.6897,981.4,16150.77276,6.88,26.89432502,14760,28.649,0.845,0.053369705,0.487310886,0.554894567,9775564
"Escherichia coli","Ireland","Northern","IE",2018,0.061205564,20.8627,4977,78621.22796,7.18,12.28111684,59640,36.83,0.942,1.547599554,1.420338392,1.463336468,4867316
"Escherichia coli","Iceland","Northern","IS",2018,0.020942408,20.4498,6086,72968.70423,8.33,16.48037881,67890,6.187,0.938,1.843912721,1.465654731,1.718736887,352721
"Escherichia coli","Italy","Southern","IT",2018,0.114005889,19.4968,2840,34520.08516,8.84,23.48580658,33770,29.562,0.883,0.235666126,0.413883507,0.246396452,60421760
"Escherichia coli","Lithuania","Northern","LT",2018,0.045537341,15.4257,1078,19080.61737,6.46,32.2738111,17380,32.321,0.869,0.4979783,1.072397828,0.956690431,2801543
"Escherichia coli","Luxembourg","Western","LU",2018,0.038369304,20.6867,5783,116654.2611,5.48,10.6895417,70910,9.019,0.909,2.088051796,1.778221369,1.80984962,607950
"Escherichia coli","Latvia","Northern","LV",2018,0.069767442,11.4286,930.4,17805.28031,5.96,41.98757708,16520,31.858,0.854,0.328646898,1.043451786,0.956315875,1927174
"Escherichia coli","Malta","Southern","MT",2018,0.045180723,18.5797,2586,30133.46617,9.34,34.75378752,26350,5.388,0.885,0.579995453,0.968795955,1.053262472,484630
"Escherichia coli","Netherlands","Western","NL",2018,0.021401056,8.8975,4911,53048.09621,10.1,11.08693331,51310,8.51,0.934,2.009312391,1.850465655,1.815322399,17231624
"Escherichia coli","Norway","Northern","NO",2018,0.020123839,13.9812,7936,81734.46557,10.45,14.17728662,80640,17.752,0.954,2.090203762,1.887119412,1.964528322,5311916
"Escherichia coli","Poland","Eastern","PL",2018,0.105196982,23.0221,906.8,15460.64428,6.54,23.04979265,14150,39.942,0.872,0.641523778,0.662650824,0.427449137,37974750
"Escherichia coli","Portugal","Southern","PT",2018,0.061956143,17.1966,1908,23461.57186,8.97,27.53207982,21990,34.789,0.85,0.849960387,1.208908916,1.140163064,10283822
"Escherichia coli","Romania","Eastern","RO",2018,0.071762871,24.9563,555.1,12408.59649,5.16,20.48804611,11430,46.002,0.816,-0.121651269,-0.253441751,0.325064033,19472545
"Escherichia coli","Sweden","Northern","SE",2018,0.030737705,10.7826,5905,54589.06039,11.02,15.03260434,55620,12.569,0.937,2.139881849,1.830975056,1.894910097,10175214
"Escherichia coli","United Kingdom","Northern","UK",2018,0.04456694,16.2974,3859,43043.22782,9.63,15.95682204,41730,16.602,0.92,1.826838136,1.341883779,1.637675166,66460344
"Klebsiella pneumoniae","Austria","Western","AT",2006,0.020979021,12.5923,3880,40635.28182,9.53,18.80627722,41460,41.468,0.861,1.914531231,1.831036448,1.913556695,8268641
"Klebsiella pneumoniae","Bulgaria","Eastern","BG",2006,0.218181818,15.2938,294.1,4523.050833,6.57,42.64740646,4300,29.068,0.756,-0.070736267,-0.057375778,-0.093535163,7601022
"Klebsiella pneumoniae","Cyprus","Southern","CY",2006,0.115384615,27.1439,1474,26729.3234,5.46,48.32824767,25600,31.875,0.836,1.093416214,1.26732409,1.105020881,1045507
"Klebsiella pneumoniae","Czechia","Eastern","CZ",2006,0.202834367,14.4593,942.1,15183.63605,6.2,11.64602414,13950,26.467,0.843,0.35658446,1.096460104,0.87264353,10238905
"Klebsiella pneumoniae","Germany","Western","DE",2006,0.047945205,12.5741,3684,36323.44774,10.12,14.49688375,38230,23.821,0.91,1.803052306,1.650242805,1.783432961,82376451
"Klebsiella pneumoniae","Denmark","Northern","DK",2006,0.007481297,14.7169,4779,52026.99951,9.17,14.52642977,53540,13.902,0.905,2.46999073,2.226260185,1.997571826,5437272
"Klebsiella pneumoniae","Estonia","Northern","EE",2006,0.025,10.0151,600.5,12631.56777,4.78,23.16620201,11500,31.393,0.832,1.020036578,1.157150984,1.140900135,1346810
"Klebsiella pneumoniae","Greece","Southern","EL",2006,0.360714286,36.8892,2064,24801.15781,8.31,35.81883311,24550,25.173,0.851,0.363785923,0.636947989,0.873663366,11020362
"Klebsiella pneumoniae","Spain","Southern","ES",2006,0.010695187,14.9631,2228,28365.31349,7.75,21.27019912,27820,22.498,0.848,1.185721397,0.83720243,1.131011367,44397319
"Klebsiella pneumoniae","Finland","Northern","FI",2006,0.009009009,16.355,3286,41188.0937,8.01,19.72095817,42800,16.963,0.899,2.464972258,2.17011404,1.973504543,5266268
"Klebsiella pneumoniae","France","Western","FR",2006,0.038379531,23.2338,3813,36443.62344,10.4,9.343630075,37850,22.623,0.865,1.463726521,1.632802367,1.474471927,63621381
"Klebsiella pneumoniae","Croatia","Southern","HR",2006,0.172413793,19.36,816,11703.33789,6.98,13.3146584,11310,45.517,0.794,0.078596674,0.571395218,0.00607663,4311159
"Klebsiella pneumoniae","Hungary","Eastern","HU",2006,0.106617647,15.0498,893.2,11475.82271,7.81,25.0464052,11250,33.105,0.811,0.658724189,0.872900426,0.997733533,10071370
"Klebsiella pneumoniae","Ireland","Northern","IE",2006,0.015706806,18.3497,4143,54306.42932,7.51,13.92956227,47910,39.262,0.895,1.710350394,1.536328793,1.722036839,4273591
"Klebsiella pneumoniae","Iceland","Northern","IS",2006,0,17.8008,5072,56673.60244,8.83,16.60773754,53610,6.841,0.893,2.183154345,1.893597007,1.895821095,303782
"Klebsiella pneumoniae","Italy","Southern","IT",2006,0.170491803,22.3112,2830,33501.65817,8.46,21.31744474,34250,32.144,0.862,0.483804554,0.364740819,0.38762024,58143979
"Klebsiella pneumoniae","Lithuania","Northern","LT",2006,0.028571428,22.0863,536.1,9240.642548,5.84,31.85560703,8820,33.294,0.819,0.161695048,0.726338387,0.716303349,3269909
"Klebsiella pneumoniae","Luxembourg","Western","LU",2006,0,21.2929,6065,89739.7117,6.71,13.37627918,71580,12.991,0.884,1.882663846,1.571361542,1.699837685,472637
"Klebsiella pneumoniae","Latvia","Northern","LV",2006,0.074074074,9.7471,552.3,9663.373451,5.74,35.59818268,8880,32.033,0.809,0.369864076,0.685126245,0.669317961,2218357
"Klebsiella pneumoniae","Malta","Southern","MT",2006,0,15.0163,1474,16671.5672,8.84,29.62184846,16300,6.216,0.826,1.010356903,1.025021791,1.568243623,405308
"Klebsiella pneumoniae","Netherlands","Western","NL",2006,0.010335917,9.6807,4077,44863.35063,9.08,8.327053487,45910,16.364,0.897,2.050478697,1.788717747,1.783091784,16346101
"Klebsiella pneumoniae","Norway","Northern","NO",2006,0,14.5082,5893,74148.32008,7.92,16.4525494,69990,22.05,0.936,2.133688211,1.879103065,1.979784608,4660677
"Klebsiella pneumoniae","Poland","Eastern","PL",2006,0.238095238,18.7066,524.1,9038.654807,5.8,27.3152113,8470,38.659,0.813,0.274150729,0.373784333,0.404506028,38141267
"Klebsiella pneumoniae","Portugal","Southern","PT",2006,0.083892617,19.0999,1813,19822.84603,9.14,25.13699532,19390,41.863,0.803,1.01692152,0.874538302,0.985909998,10522288
"Klebsiella pneumoniae","Romania","Eastern","RO",2006,0.28,9.6463,291,5757.496429,5.07,19.99056488,4900,46.695,0.766,-0.163892508,-0.210183203,-0.117874376,21193760
"Klebsiella pneumoniae","Sweden","Northern","SE",2006,0,14.9508,3789,46593.60216,8.15,17.03516543,48820,15.57,0.902,2.196596384,1.80431509,1.864799023,9080505
"Klebsiella pneumoniae","Slovenia","Southern","SI",2006,0.144827586,12.4595,1542,19672.96549,7.8,12.27804348,19820,48.242,0.868,1.034196496,0.963559985,0.910226941,2006868
"Klebsiella pneumoniae","United Kingdom","Northern","UK",2006,0.078014184,13.5192,3252,44599.69757,7.31,10.18192694,45230,19.801,0.889,1.79232657,1.670994282,1.785749197,60846820
"Klebsiella pneumoniae","Austria","Western","AT",2007,0.043181818,12.9797,4473,46855.77175,9.53,18.80613863,44510,41.751,0.881,2.013397455,1.870186687,1.960128188,8295487
"Klebsiella pneumoniae","Bulgaria","Eastern","BG",2007,0.344827586,16.7311,361.2,5885.104348,6.16,42.59270132,4810,28.722,0.764,-0.183496863,-0.007542833,-0.045955181,7545338
"Klebsiella pneumoniae","Cyprus","Southern","CY",2007,0.102564103,28.6548,1694,31244.92622,5.36,48.79761338,27340,32.018,0.844,1.080966115,1.427616119,1.119864106,1063713
"Klebsiella pneumoniae","Czechia","Eastern","CZ",2007,0.28699187,14.8717,1110,18373.649,6.02,13.63102496,15780,26.537,0.85,0.30260253,0.895334065,0.905903339,10298828
"Klebsiella pneumoniae","Germany","Western","DE",2007,0.028901734,13.3267,4167,41587.2129,9.97,14.43142295,40440,23.622,0.914,1.735840321,1.637843847,1.772996068,82266372
"Klebsiella pneumoniae","Denmark","Northern","DK",2007,0.057971014,15.3522,5468,58487.05497,9.33,14.56182599,55740,13.707,0.904,2.446026087,2.353997707,2.013730049,5461438
"Klebsiella pneumoniae","Estonia","Northern","EE",2007,0,10.6948,832.7,16741.93912,5.03,22.65051454,13420,31.521,0.839,1.003259063,1.03731823,1.173004985,1340680
"Klebsiella pneumoniae","Greece","Southern","EL",2007,0.41322314,38.8897,2439,28827.32636,8.45,34.00274515,26350,24.801,0.849,0.26738295,0.557945132,0.872375548,11048473
"Klebsiella pneumoniae","Spain","Southern","ES",2007,0.053921569,15.9434,2587,32549.97098,7.83,21.03814483,29740,22.26,0.853,1.0866431,0.993321776,1.168316364,45226803
"Klebsiella pneumoniae","Finland","Northern","FI",2007,0.003802281,17.1153,3775,48414.84509,7.83,19.82014626,46160,16.832,0.901,2.40054965,1.974781752,1.914935946,5288720
"Klebsiella pneumoniae","France","Western","FR",2007,0.087979094,23.8414,4315,41508.43399,10.33,9.506957978,40130,22.379,0.867,1.464608192,1.471042156,1.472338557,64016225
"Klebsiella pneumoniae","Croatia","Southern","HR",2007,0.290909091,20.4561,1041,13962.84757,7.47,12.39423603,12700,45.349,0.801,0.091828354,0.474211425,0.087641433,4310217
"Klebsiella pneumoniae","Hungary","Eastern","HU",2007,0.184713376,13.4094,1003,13918.96019,7.22,27.01435387,11790,32.579,0.814,0.622805893,0.70847553,0.96417439,10055780
"Klebsiella pneumoniae","Ireland","Northern","IE",2007,0.03930131,19.7032,4852,61359.74138,7.8,11.5712367,50530,39.06,0.899,1.7485919,1.560755491,1.745495081,4398942
"Klebsiella pneumoniae","Iceland","Northern","IS",2007,0,17.069,6085,69054.27079,8.63,16.04090184,61930,6.722,0.899,2.208235979,1.795479417,1.845549464,311566
"Klebsiella pneumoniae","Italy","Southern","IT",2007,0.179190751,22.8722,3088,37822.66524,8.16,21.51615471,35900,32.026,0.866,0.336824447,0.197625935,0.478748947,58438310
"Klebsiella pneumoniae","Lithuania","Northern","LT",2007,0.025641026,19.7204,704.3,12297.91535,5.76,28.40399444,10620,33.223,0.826,0.13014929,0.701870203,0.726696849,3231294
"Klebsiella pneumoniae","Luxembourg","Western","LU",2007,0,23.0678,6662,106018.4928,6.23,10.30742005,86210,12.591,0.888,1.971466184,1.592555285,1.765278339,479993
"Klebsiella pneumoniae","Latvia","Northern","LV",2007,0.076923077,10.4864,807,14042.46242,5.77,39.3208921,11160,32.1,0.818,0.352403969,0.480013371,0.759256601,2200325
"Klebsiella pneumoniae","Malta","Southern","MT",2007,0,15.0163,1596,19375.5696,8.22,31.07822537,17730,6.143,0.831,1.023427129,1.206339955,1.629644036,406724
"Klebsiella pneumoniae","Netherlands","Western","NL",2007,0.02676399,9.8592,4690,51733.44213,9.05,7.888962328,49110,15.461,0.904,2.169936895,1.728332758,1.787349582,16381696
"Klebsiella pneumoniae","Norway","Northern","NO",2007,0,15.1596,6896,85139.96045,8.05,16.07217342,78500,21.766,0.938,1.992581248,2.024723053,1.946529388,4709153
"Klebsiella pneumoniae","Poland","Eastern","PL",2007,0,18.7066,660.9,11255.37983,5.87,26.67068243,9970,38.771,0.819,0.299163818,0.387233764,0.428653359,38120560
"Klebsiella pneumoniae","Portugal","Southern","PT",2007,0.069970845,18.7196952192026,2067,22782.09462,9.07,25.67330897,20850,41.251,0.81,1.036280632,0.900741637,1.016892791,10542964
"Klebsiella pneumoniae","Romania","Eastern","RO",2007,0.24137931,20.8520947025616,415.1,8360.166321,5.02,17.59607494,6510,46.564,0.78,-0.182706311,-0.319075227,-0.090740047,20882982
"Klebsiella pneumoniae","Sweden","Northern","SE",2007,0.00310559,15.0706,4322,53700.00534,8.06,16.94321185,51970,15.412,0.905,2.244637012,2.025398016,1.909889698,9148092
"Klebsiella pneumoniae","Slovenia","Southern","SI",2007,0.170588235,13.4478,1794,23787.64669,7.49,13.63123655,21790,48.017,0.873,1.009254336,0.936191022,0.923824251,2018122
"Klebsiella pneumoniae","United Kingdom","Northern","UK",2007,0.066878981,14.4717,3740,50566.8266,7.41,10.40985957,47650,19.521,0.892,1.742208004,1.648174167,1.737427235,61322463
"Klebsiella pneumoniae","Austria","Western","AT",2008,0.037996546,13.2868,5037,51708.76575,9.73,18.24393272,49110,42.034,0.884,1.843034983,1.780839682,1.922994852,8321496
"Klebsiella pneumoniae","Bulgaria","Eastern","BG",2008,0.4375,17.4905,455.5,7265.735497,6.29,42.6291883,6070,28.378,0.771,-0.254679352,-0.047309104,-0.107263453,7492561
"Klebsiella pneumoniae","Cyprus","Southern","CY",2008,0.112903226,28.6932,2155,35397.36368,6.02,51.4000833,31970,32.161,0.852,1.204644084,1.53257072,1.216479301,1081563
"Klebsiella pneumoniae","Czechia","Eastern","CZ",2008,0.307951482,15.8673,1449,22698.85396,6.36,16.13297015,18340,26.606,0.854,0.358293951,1.013641596,0.914493978,10384603
